Code;Commutator code ;Electric Diagram ;Name;Volume (market);Brand;Cluster Description;Eprel Clusters;Controller;Function Type;Type;Buffle ;Insulation Code ;Insulation Desc.;Type of Lamps ;Lamp Code ;Lamp Power ;Upper Resistance ;Upper Heater Power;Upper Heater Surface Load ;Lower Resistance;Lower Heater Power;Lower Heater  Surface Load ;Cavity Resistance Code;Cavity Heater Power;Cavity Heater Surface Load ;Cooling Fan;Cooling Fan Power ;Cavity Fan;Cavity Fan Power ;Turnspit;Number of glass;Cavity Type ;Ventilation Channel ;ECO Program ;Chimney
33702104;42837376;42827049;FCP615NX/E;1980;Candy;HALINO CATA;FCP625X/E;Timer Touch;Fan Assisted;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42833374;12W;42828618;22W;N;1 Reflective + 1 Float;Flat;Switch Protection ;No;N
33702105;42837376;42827049;FCP625XL/E;4680;Candy;HALINO CATA;FCP625XL/E;Timer Touch;Fan Assisted;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42822091;12W;42828618;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;No;5mm
33702106;42837376;42827049;FCP625NXL/E;6000;Candy;HALINO CATA;FCP625XL/E;Timer Touch;Fan Assisted;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42822091;12W;42828618;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;No;5mm
33702107;42837376;42827049;FCP625WXL/E;1610;Candy;HALINO CATA;FCP625XL/E;Timer Touch;Fan Assisted;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42822091;12W;42828618;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;No;5mm
33702110;42837376;42827052;FCP825XL/E;1030;Candy;HALINO CATA;FCP625XL/E;Timer Touch;Multifunction;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;91200888;2200W;6.74 W/cm2;42822091;12W;42828618;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;No;5mm
33702112;42837376;42827049;FCP605X/E;11130;Candy;HALINO CATA;FCP605XL/E;Timer Touch;Fan Assisted;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42822091;12W;42828618;22W;N;1 Reflective + 1 Float;Embossed;Ventilation Channel ;No;5mm
33702114;42827819;42827049;FCP6051X/E;;Candy;HALINO CATA;FCP605NXL/E;Timer Touch;Fan Assisted;MR07;New ECO;42830024;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;91204735;18W;42828618;22W;N;1 Reflective + 1 Float;Embossed;Switch Protection ;No;N
33702115;42827865;42827866;FCE613X/E;330;Candy;HALINO CATA;FCP625X/E;Mechanical End of Cooking 120';Fan Assisted;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;91204735;18W;42834931;22W;N;1 Reflective + 1 Float;Flat;Switch Protection ;No;N
33702116;42827865;42827866;FCE615X/E;410;Candy;HALINO CATA;FCP625XL/E;Timer Touch;Fan Assisted;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42822091;12W;42828618;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;No;5mm
33702117;42827865;42827866;FCE625XL/E;290;Candy;HALINO CATA;FCP625XL/E;Timer Touch;Fan Assisted;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42822091;12W;42828618;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;No;5mm
33702119;42824541;42823435;FCE825VX/E;40;Candy;HALINO CATA;FCP625XL/E;Timer Touch;Multifunction;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);LED;-;-;42825242;1650-1100W;4.58 W/cm2 -4.58 W/cm2;42827837;1100W;2.35 W/cm2;91200888;2200W;6.74 W/cm2;42817512;14-35W;42828618;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;No;5mm
33702121;42827844;42831923;FCP403X/E;6500;Candy;HALINO CATA;FCP405N/E;Mechanical End of Cooking 120';Fan oven;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;Fan oven ;Fan oven ;-;91200888;2200W;6.74 W/cm2;42822091;12W;42834931;22W;N;1 Reflective + 1 Float;Embossed;Ventilation Channel ;No;5mm
33702122;42827844;42831923;FCP403N/E;1450;Candy;HALINO CATA;FCP405N/E;Mechanical End of Cooking 120';Fan oven;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;Fan oven ;Fan oven ;-;91200888;2200W;6.74 W/cm2;42822091;12W;42834931;22W;N;1 Reflective + 1 Float;Embossed;Ventilation Channel ;No;5mm
33702124;42827844;42827843;FCP405X/E;3600;Candy;HALINO CATA;FCP405N/E;Timer Touch;Fan oven;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;Fan oven ;Fan oven ;-;91200888;2200W;6.74 W/cm2;42822091;12W;42828618;22W;N;1 Reflective + 1 Float;Embossed;Ventilation Channel ;No;5mm
33702125;42827844;42827843;FCP405N/E;540;Candy;HALINO CATA;FCP405N/E;Timer Touch;Fan oven;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;Fan oven ;Fan oven ;-;91200888;2200W;6.74 W/cm2;42822091;12W;42828618;22W;N;1 Reflective + 1 Float;Embossed;Ventilation Channel ;No;5mm
33702126;42827844;42827843;FCP405W/E;750;Candy;HALINO CATA;FCP405N/E;Timer Touch;Fan oven;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;Fan oven ;Fan oven ;-;91200888;2200W;6.74 W/cm2;42822091;12W;42828618;22W;N;1 Reflective + 1 Float;Embossed;Ventilation Channel ;No;5mm
33702127;70004133;42828538;FCP502X/E;9500;Candy;HALINO CATA;FCP502X/E;Mechanical Minute Minder 60';Fan Assisted;MN07;New ECO;42830033;Yellow Glasswool (18 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;;;42828618;22W;N;1 Reflective + 1 Float;Embossed;Switch Protection ;No;N
33702128;70004133;42828538;FCP502N/E;4220;Candy;HALINO CATA;FCP502X/E;Mechanical Minute Minder 60';Fan Assisted;MN07;New ECO;42830033;Yellow Glasswool (18 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;;;42828618;22W;N;1 Reflective + 1 Float;Embossed;Switch Protection ;No;N
33702129;42837376;42828538;FCP502W/E;2480;Candy;HALINO CATA;FCP502X/E;Mechanical Minute Minder 60';Fan Assisted;MN07;New ECO;42830033;Yellow Glasswool (18 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;;;42828618;22W;N;1 Reflective + 1 Float;Embossed;Switch Protection ;No;N
33702130;42837376;42827049;FCP602NXL/E;370;Candy;HALINO CATA;FCP605NXL/E;Mechanical Minute Minder 60';Fan Assisted;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;91204735;18W;42834931;22W;N;1 Reflective + 1 Float;Embossed;Switch Protection ;No;N
33702131;42837376;42827049;FCP602WXL/E;120;Candy;HALINO CATA;FCP605NXL/E;Mechanical Minute Minder 60';Fan Assisted;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;91204735;18W;42834931;22W;N;1 Reflective + 1 Float;Embossed;Switch Protection ;No;N
33702134;42837376;42827049;FCP600X/E;2070;Candy;HALINO CATA;FCS 605 X/E;No timer (2 knobs);Fan Assisted;MR07;New ECO;42827845;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42833374;12W;42834931;22W;N;1 Reflective + 1 Float;Embossed;Switch Protection ;No;N
33702138;42837376;42827049;CELF602X/E;14200;Candy;HALINO CATA;FCP605NXL/E;Mechanical Minute Minder 60';Fan Assisted;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;91204735;18W;42834931;22W;N;1 Reflective + 1 Float;Embossed;Switch Protection ;No;N
33702141;42837376;42830108;CMFM5X/1/E;31000;Candy;HALINO CATA;CMFM5X/1/E;Mechanical Minute Minder 60';Fan Assisted;MR07;New ECO;42817501;Yellow Glasswool  (18 kg/m3 , 30 mm);1 Back;42820055;15W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;91204735;18W;42834931;22W;N;1 Reflective + 1 Float;Embossed;Switch Protection ;No;N
33702142;42837376;42830108;CMFM8N/1/E;3520;Candy;HALINO CATA;CMFM5X/1/E;Mechanical Minute Minder 60';Fan Assisted;MR07;New ECO;42817501;Yellow Glasswool  (18 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;91204735;18W;42834931;22W;N;1 Reflective + 1 Float;Embossed;Switch Protection ;No;N
33702147;42837376;42827049;FCC603GH/E;370;Candy;HALINO CATA;FCP605NXL/E;Mechanical End of Cooking 120';Fan Assisted;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;91204735;18W;42834931;22W;N;1 Reflective + 1 Float;Embossed;Switch Protection ;No;N
33702148;42837376;42827049;FCC603AV/E;620;Candy;HALINO CATA;FCP605NXL/E;Mechanical End of Cooking 120';Fan Assisted;MR07;New ECO;42830024;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;91204735;18W;42834931;22W;N;1 Reflective + 1 Float;Embossed;Switch Protection ;No;N
33702149;42837376;42827049;FCC604X/E;1320;Candy;HALINO CATA;FCP605NXL/E;Mechanical Analog Clock;Fan Assisted;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;91204735;18W;42834931;22W;N;1 Reflective + 1 Float;Embossed;Switch Protection ;No;N
33702150;42837376;42827049;FCC604GH/E;790;Candy;HALINO CATA;FCP605NXL/E;Mechanical Analog Clock;Fan Assisted;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42833374;12W;42834931;22W;N;1 Reflective + 1 Float;Embossed;Switch Protection ;No;N
33702151;42837376;42827049;FCC604AV/E;1610;Candy;HALINO CATA;FCP605NXL/E;Mechanical Analog Clock;Fan Assisted;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42833374;12W;42834931;22W;N;1 Reflective + 1 Float;Embossed;Switch Protection ;No;N
33702152;42837376;42827049;FCC604RA/E;40;Candy;HALINO CATA;FCP605NXL/E;Mechanical Analog Clock;Fan Assisted;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42833374;12W;42834931;22W;N;1 Reflective + 1 Float;Embossed;Switch Protection ;No;N
33702153;42837376;42827049;FCC604BA/E;120;Candy;HALINO CATA;FCP605NXL/E;Mechanical Analog Clock;Fan Assisted;MR07;New ECO;42830024;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;91204735;18W;42834931;22W;N;1 Reflective + 1 Float;Embossed;Switch Protection ;No;N
33702155;42837376;42827049;FCC624BA/E;290;Candy;HALINO CATA;FCP625X/E;Mechanical Analog Clock;Fan Assisted;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;91204735;18W;42834931;22W;N;1 Reflective + 1 Float;Flat;Switch Protection ;No;N
33702156;42827053;42827052;FCR 824 GH/E;910;Candy;HALINO CATA;FCR 824 GH/E;Mechanical Analog Clock;Multifunction;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;91200888;2200W;6.74 W/cm2;91204735;18W;42834931;22W;N;1 Reflective + 1 Float;Flat;Switch Protection ;No;N
33702157;42837376;42827052;FCR 824 BA/E;370;Candy;HALINO CATA;check extended type!!!;Mechanical Analog Clock;Multifunction;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;91200888;2200W;6.74 W/cm2;91204735;18W;42834931;22W;N;1 Reflective + 1 Float;Flat;Switch Protection ;No;N
33702158;42837376;42827049;FCP602N/E;9720;Candy;HALINO CATA;FCP605NXL/E;Mechanical Minute Minder 60';Fan Assisted;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42833374;12W;42834931;22W;N;1 Reflective + 1 Float;Embossed;Switch Protection ;No;N
33702159;42837376;42827049;FCP602W/E;990;Candy;HALINO CATA;FCP605NXL/E;Mechanical Minute Minder 60';Fan Assisted;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42833374;12W;42834931;22W;N;1 Reflective + 1 Float;Embossed;Switch Protection ;No;N
33702165;42837376;42827049;FCS612X/E;330;Candy;HALINO CATA;;Mechanical Minute Minder 60';Fan Assisted;MR07;New ECO;42827845;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42833374;12W;42834931;22W;N;1 Reflective + 1 Float;Flat;Switch Protection ;No;N
33702166;42837376;42827049;FCC614GH/E;80;Candy;HALINO CATA;;Mechanical Analog Clock;Fan Assisted;MR07;New ECO;42830024;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;91204735;18W;42834931;22W;N;1 Reflective + 1 Float;Flat;Switch Protection ;No;N
33702167;42837376;42827049;FCP625VXL/E;;Candy;HALINO CATA;;Timer Touch;Fan Assisted;MR07;New ECO;42827845;Needled Glasswool (33 kg/m3 , 30mm);LED;-;-;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;91204735;18W;42828618;22W;N;1 Reflective + 1 Float;Flat;Switch Protection ;No;N
33702168;42837376;42827049;FCP615X/E;3900;Candy;HALINO CATA;FCP625X/E;Timer Touch;Fan Assisted;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42833374;12W;42828618;22W;N;1 Reflective + 1 Float;Flat;Switch Protection ;No;N
33702169;42837376;42827049;FCP612W/E;450;Candy;HALINO CATA;;Mechanical Minute Minder 60';Fan Assisted;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;91204735;18W;42834931;22W;N;1 Reflective + 1 Float;Flat;Switch Protection ;No;N
33702185;42837376;42827049;FCP52X/E;17500;Candy;HALINO CATA;FCS 605 X/E;Mechanical Minute Minder 60';Fan Assisted;MR07;New ECO;42827845;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;91204735;18W;42834931;22W;N;1 Reflective + 1 Float;Embossed;Switch Protection ;No;N
33702186;42837376;42827049;FCS 602 N/E;830;Candy;HALINO CATA;FCS 605 X/E;Mechanical Minute Minder 60';Fan Assisted;MR07;New ECO;42827845;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;91204735;18W;42834931;22W;N;1 Reflective + 1 Float;Embossed;Switch Protection ;No;N
33702194;42837376;42828538;FCS 502 N/E;5670;Candy;HALINO CATA;FCP502X/E;Mechanical Minute Minder 60';Fan Assisted;MN07;New ECO;42830033;Yellow Glasswool (18 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;;;42828618;22W;N;1 Reflective + 1 Float;Embossed;Switch Protection ;No;N
33702195;42837376;42827049;FCS 602 X/E;4420;Candy;HALINO CATA;FCS 605 X/E;Mechanical Minute Minder 60';Fan Assisted;MR07;New ECO;42827845;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42833374;12W;42834931;22W;N;1 Reflective + 1 Float;Embossed;Switch Protection ;No;N
33702196;42837376;42827049;FCS 605 X/E;2340;Candy;HALINO CATA;FCS 605 X/E;Timer Touch;Fan Assisted;MR07;New ECO;42827845;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;91204735;18W;42828618;22W;N;1 Reflective + 1 Float;Embossed;Switch Protection ;No;N
33702197;42837376;42827049;FCLS605X/E;1280;Candy;HALINO CATA;FCP605NXL/E;Timer Touch;Fan Assisted;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;91204735;18W;42828618;22W;N;1 Reflective + 1 Float;Flat cavity + Embossed Catalytic Panels;Switch Protection ;No;N
33702219;42837376;42827049;FCP612N/E;540;Candy;HALINO CATA;;Mechanical Minute Minder 60';Fan Assisted;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;91204735;18W;42834931;22W;N;1 Reflective + 1 Float;Flat;Switch Protection ;No;N
33702220;42837376;42827049;FCC614BA/E;170;Candy;HALINO CATA;;Mechanical Analog Clock;Fan Assisted;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;91204735;18W;42834931;22W;N;1 Reflective + 1 Float;Flat;Switch Protection ;No;N
33702221;42837376;42827049;FCP612X/E;1120;Candy;HALINO CATA;FCP625X/E;Mechanical Minute Minder 60';Fan Assisted;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;91204735;18W;42834931;22W;N;1 Reflective + 1 Float;Flat;Switch Protection ;No;N
33702222;42837376;42827052;FCE815X/E;290;Candy;HALINO CATA;FCP625X/E;Timer Touch;Multifunction;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;91200888;2200W;6.74 W/cm2;91204735;18W;42828618;22W;N;1 Reflective + 1 Float;Flat;Switch Protection ;No;N
33702243;42837376;42827049;FCS612N/E;830;Candy;HALINO CATA;;Mechanical Minute Minder 60';Fan Assisted;MR07;New ECO;42827845;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42833374;12W;42834931;22W;N;1 Reflective + 1 Float;Flat;Switch Protection ;No;N
33702247;42827819;42827049;CELFP605X/E;170;Candy;HALINO CATA;FCP605NXL/E;Timer Touch;Fan Assisted;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;91204735;18W;42828618;22W;N;1 Reflective + 1 Float;Embossed;Switch Protection ;No;N
33702250;70004133;42828538;FCS502XE/E;2480;Candy;HALINO CATA;FCP502X/E;Mechanical Minute Minder 60';Fan Assisted;MN07;New ECO;42830033;Yellow Glasswool (18 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;;;42828618;22W;N;1 Reflective + 1 Float;Embossed;Switch Protection ;No;N
33702252;42827053;42827052;FCP812X/E;40;Candy;HALINO CATA;;Mechanical Minute Minder 60';Multifunction;MR07;New ECO;42830024;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;91200888;2200W;6.74 W/cm2;91204735;18W;42834931;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;No;5mm
33702258;42827818;42827049;FCS615X/C/E;120;Candy;HALINO CATA;HOT1151B/E;Timer Touch;Fan Assisted;MR07;New ECO;42827845;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;91204735;18W;42828618;22W;N;1 Reflective + 1 Float;Flat;Switch Protection ;No;N
33702260;42837376;42827052;FCE825XL/C/E;;Candy;HALINO CATA;FCP625X/E;Timer Touch;Multifunction;MR07;New ECO;42830024;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;91200888;2200W;6.74 W/cm2;91204735;18W;42828618;22W;N;1 Reflective + 1 Float;Flat;Switch Protection ;No;N
33702270;42837376;42827049;FCP642X/E;250;Candy;HALINO CATA;FCP605NXL/E;Mechanical Minute Minder 60';Fan Assisted;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42833374;12W;42834931;22W;N;1 Reflective + 1 Float;Flat cavity + Embossed Catalytic Panels;Switch Protection ;No;N
33702277;ECO Program ;ECO Program ;FCP815X E0/E;3100;Candy;HALINO CATA;FCP815X E0/E;E0 Green;Multifunction;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;91200888;2200W;6.74 W/cm2;42822091;12W;42834931;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;Yes;N
33702278;ECO Program ;ECO Program ;FCP602X E0/E;4600;Candy;HALINO CATA;FCP825XL E0/E;E0 w/o Display;Fan Assisted;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42822091;12W;42834931;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;Yes;N
33702279;ECO Program ;ECO Program ;FCP602X E0C/;40;Candy;HALINO CATA;FCP602X E0E/E;E0 w/o Display;Fan Assisted;MR07;New ECO;42830024;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42822091;12W;42834931;22W;N;1 Reflective + 1 Float;Flat cavity + Embossed Catalytic Panels;Ventilation Channel ;Yes;N
