Code;Commutator code ;Electric Diagram ;Name;Volume (market);Brand;Cluster Description;Eprel Clusters;Controller;Function Type;Type;Buffle ;Insulation Code ;Insulation Desc.;Type of Lamps ;Lamp Code ;Lamp Power ;Upper Resistance ;Upper Heater Power;Upper Heater Surface Load ;Lower Resistance;Lower Heater Power;Lower Heater  Surface Load ;Cavity Resistance Code;Cavity Heater Power;Cavity Heater Surface Load ;Cooling Fan;Cooling Fan Power ;Cavity Fan;Cavity Fan Power ;Turnspit;Number of glass;Cavity Type ;Ventilation Channel ;ECO Program ;Chimney
33703198;42837376;42827049;FCPR65XL;;Candy;HALINO CATA;FCP605XL/E;Timer Touch;Fan Assisted;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42822091;12W;42828618;22W;N;1 Reflective + 1 Float;Embossed;Ventilation Channel ;No;5mm
33703199;42837376;42827049;FCPR65NXL;;Candy;HALINO CATA;FCP605NXL/E;Timer Touch;Fan Assisted;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;91204735;18W;42828618;22W;N;1 Reflective + 1 Float;Embossed;Switch Protection ;No;N
33703202;42837376;42827049;FCP605X/E/S;;Candy;HALINO CATA;FCP605XL/E;Timer Touch;Fan Assisted;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42822091;12W;42828618;22W;N;1 Reflective + 1 Float;Embossed;Ventilation Channel ;No;5mm
33703212;42837376;42827049;FCT612X/1;;Candy;HALINO CATA;FCP625X/E;Mechanical Minute Minder 60';Fan Assisted;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;91204735;18W;42828618;22W;N;1 Reflective + 1 Float;Flat;Switch Protection ;No;N
33703241;ECO Program ;ECO Program ;FCP602X E0 /;;Candy;HALINO CATA;HORT3181BI WIFI;E0 w/o Display;Fan Assisted;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42822091;12W;42834931;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;Yes;N
33703251;ECO Program ;ECO Program ;CFSX516/4U;;Candy;HALINO CATA;FCTS815XL WIFI;E0 Green;Fan Assisted;MR07;New ECO;42827845;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42823856;25W;42825244;1800W;5,13 W/cm2;42830902;1050W(external)+450W(internal);5.18 W/cm2-3.6 W/cm2;;;;42822091;12W;42834931;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;Yes;5mm
33703252;42837376;42827049;CFX206/4U;;Candy;HALINO CATA;FCP605NXL/E;Mechanical Minute Minder 60';Fan Assisted;MR07;New ECO;42830024;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42833374;12W;42834931;22W;N;1 Reflective + 1 Float;Embossed;Switch Protection ;No;N
33703253;42837376;42825354;CFSX518/4U;;Candy;HALINO CATA;HCT615X/E;Timer Touch;Multifunction;MR07;New ECO;42827845;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42823856;25W;42825244;1800W;5,13 W/cm2;42830902;1050W(external)+450W(internal);5.18 W/cm2-3.6 W/cm2;42825300;1800W;5.53 W/cm2;42822091;12W;42828618;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;No;5mm
33703256;42837376;42827049;FCP605XL/E/1;;Candy;HALINO CATA;FCP605XL/E;Timer Touch;Fan Assisted;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42822091;12W;42828618;22W;N;1 Reflective + 1 Float;Embossed;Ventilation Channel ;No;5mm
33703270;42837376;42825354;FCTS825XL IS;;Candy;HALINO CATA;;Timer Touch;Multifunction;MR07;New ECO;42827845;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42823856;25W;42825244;1800W;5,13 W/cm2;42830902;1050W(external)+450W(internal);5.18 W/cm2-3.6 W/cm2;42825300;1800W;5.53 W/cm2;42822091;12W;42828618;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;No;5mm
33703276;42837376;42827049;FCNE625X;;Candy;HALINO CATA;FCP625X/E;Timer Touch;Fan Assisted;MR07;New ECO;42830024;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42822091;12W;42828618;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;No;5mm
33703283;42837376;42827049;FCT602X;;Candy;HALINO CATA;FCP605NXL/E;Mechanical Minute Minder 60';Fan Assisted;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;91204735;18W;42834931;22W;N;1 Reflective + 1 Float;Embossed;Switch Protection ;No;N
33703284;42837376;42827049;CMFP626NXL/E;;Candy;HALINO CATA;FCP605XL/E;Timer Touch;Fan Assisted;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42822091;12W;42828618;22W;N;1 Reflective + 1 Float;Embossed;Ventilation Channel ;No;5mm
33703285;42837376;42827049;CMFP626WXL/E;;Candy;HALINO CATA;FCP605XL/E;Timer Touch;Fan Assisted;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42822091;12W;42828618;22W;N;1 Reflective + 1 Float;Embossed;Ventilation Channel ;No;5mm
33702077;42827132;42827049;FCT615WXL;290;Candy;HALINO CATA;HOT1151B/E;Timer Touch;Fan Assisted;MR07;New ECO;42827845;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;91204735;18W;42828618;22W;N;1 Reflective + 1 Float;Flat;Switch Protection ;No;N
33702078;42827132;42827049;FCT615NXL;580;Candy;HALINO CATA;HOT1151B/E;Timer Touch;Fan Assisted;MR07;New ECO;42827845;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;91204735;18W;42828618;22W;N;1 Reflective + 1 Float;Flat;Switch Protection ;No;N
33702192;42827112;42827113;FCS 245 X/E;3180;Candy;HALINO CATA;CMFS4X/1/E;Timer Touch;Static;MR07;No Buffle;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;91204735;18W;;;42807664;1 Reflective + 1 Float;Flat cavity + Embossed Catalytic Panels;Switch Protection ;No;N
33702193;42827112;42827113;FCS 245 N/E;580;Candy;HALINO CATA;CMFS4X/1/E;Timer Touch;Static;MR07;No Buffle;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;91204735;18W;;;42807664;1 Reflective + 1 Float;Flat cavity + Embossed Catalytic Panels;Switch Protection ;No;N
33702229;42837376;42827113;FCS 245 W/E;620;Candy;HALINO CATA;CMFS4X/1/E;Timer Touch;Static;MR07;No Buffle;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;91204735;18W;;;42807664;1 Reflective + 1 Float;Flat cavity + Embossed Catalytic Panels;Switch Protection ;No;N
33702108;42837376;42827049;FBP645X/E;;Candy;HALINO CATA;FCP605NXL/E;Timer Touch;Fan Assisted;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42833374;12W;42828618;22W;N;1 Reflective + 1 Float;Flat cavity + Embossed Catalytic Panels;Switch Protection ;No;N
33702109;42837376;42827049;FCP645N/E;330;Candy;HALINO CATA;FCP605NXL/E;Timer Touch;Fan Assisted;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;91204735;18W;42828618;22W;N;1 Reflective + 1 Float;Flat cavity + Embossed Catalytic Panels;Switch Protection ;No;N
33702111;42837376;42827049;FCP435X/E;6450;Candy;HALINO CATA;FCP605NXL/E;Timer Touch;Fan Assisted;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42833374;12W;42828618;22W;N;1 Reflective + 1 Float;Flat cavity + Embossed Catalytic Panels;Switch Protection ;No;N
33702113;42837376;42827049;FCP645X/E;2230;Candy;HALINO CATA;FCP605NXL/E;Timer Touch;Fan Assisted;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42833374;12W;42828618;22W;N;1 Reflective + 1 Float;Flat cavity + Embossed Catalytic Panels;Switch Protection ;No;N
33702118;42837376;42827052;FCE825XL/E;290;Candy;HALINO CATA;FCP625X/E;Timer Touch;Multifunction;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;91200888;2200W;6.74 W/cm2;91204735;18W;42828618;22W;N;1 Reflective + 1 Float;Flat;Switch Protection ;No;N
33702133;42837376;42827049;FCP645XL/E;500;Candy;HALINO CATA;FCP605NXL/E;Timer Touch;Fan Assisted;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;91204735;18W;42828618;22W;N;1 Reflective + 1 Float;Flat cavity + Embossed Catalytic Panels;Switch Protection ;No;N
33702236;42837376;42827049;FCP616X/E;790;Candy;HALINO CATA;FCP605XL/E;Timer Touch;Fan Assisted;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42822091;12W;42828618;22W;N;1 Reflective + 1 Float;Flat cavity + Embossed Catalytic Panels;Ventilation Channel ;No;5mm
33702275;42837376;42827049;FCP645W/E;250;Candy;HALINO CATA;FCP605NXL/E;Timer Touch;Fan Assisted;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42833374;12W;42828618;22W;N;1 Reflective + 1 Float;Flat cavity + Embossed Catalytic Panels;Switch Protection ;No;N
33702416;42837376;42827049;FCP455X;;Candy;HALINO CATA;FCP625X/E;Timer Touch;Fan Assisted;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;91204735;18W;42828618;22W;N;1 Reflective + 1 Float;Flat cavity + Flat Catalytic Panels;Switch Protection ;No;N
33703005;42837376;42827049;FCP435NXE;2150;Candy;HALINO CATA;FCP605NXL/E;Timer Touch;Fan Assisted;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;91204735;18W;42828618;22W;N;1 Reflective + 1 Float;Flat cavity + Embossed Catalytic Panels;Switch Protection ;No;N
33703069;ECO Program ;ECO Program ;FCNE825XL WI;370;Candy;HALINO CATA;HORT3181BI WIFI;E0 White;Multifunction;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;91200888;2200W;6.74 W/cm2;42822091;12W;42834931;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;Yes;N
33703279;42837376;42827049;FCD545N;;Candy;HALINO CATA;FCP605NXL/E;Timer Touch;Fan Assisted;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42833374;12W;42828618;22W;N;1 Reflective + 1 Float;Flat cavity + Embossed Catalytic Panels;Switch Protection ;No;N
33703280;42837376;42827049;FCD545X;;Candy;HALINO CATA;FCP605NXL/E;Timer Touch;Fan Assisted;MR07;New ECO;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42833374;12W;42828618;22W;N;1 Reflective + 1 Float;Flat cavity + Embossed Catalytic Panels;Switch Protection ;No;N
33701782;42815790;42815889;RFS3161IN;;Rosières;HALINO CATA;;Timer Touch;Fan Assisted;MR06;New ECO;42827761;Brown (18 kg/m3 , 30 mm);1 Back;42823856;25W;42825244;1800W;5,13 W/cm2;42817766;1050W(external)+450W(internal);5.17 W/cm2-3.66 W/cm2;;;;91204735;18W;42828618;22W;N;1 Reflective + 1 Float;Flat;Switch Protection ;No;N
33702070;42822308;41007113;RFN1151IN;;Rosières;HALINO CATA;;Mechanical End of Cooking 120';Fan Assisted;MR06;New ECO;42817501;Yellow Glasswool  (18 kg/m3 , 30 mm);1 Back;42823856;25W;42825248;2020W;4.54 W/cm2;42817766;1050W(external)+450W(internal);5.17 W/cm2-3.66 W/cm2;;;;91204735;18W;42828618;22W;N;1 Reflective + 1 Float;Embossed;Switch Protection ;No;N
33703031;42827819;42827049;RFN1151IN/E;500;Rosières;HALINO CATA;;Mechanical End of Cooking 120';Fan Assisted;MR07;New ECO;42827845;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42833374;12W;42828618;22W;N;1 Reflective + 1 Float;Embossed;Switch Protection ;No;N
33703038;42827053;42832078;RFT4170IN;210;Rosières;HALINO CATA;FCR 824 GH/E;Mechanical Analog Clock;Multifunction;MR07;New ECO;42830024;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;91200888;2200W;6.74 W/cm2;91204735;18W;42828618;22W;N;1 Reflective + 1 Float;Flat;Switch Protection ;No;N
33703039;42827053;42827052;RFZ3170IN;210;Rosières;HALINO CATA;RFZ3185IN/E;Timer Touch;Multifunction;MR07;New ECO;42827845;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;91200888;2200W;6.74 W/cm2;42822091;12W;42828618;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;No;5mm
33703041;42827053;42827052;RFZ3185IN/E;210;Rosières;HALINO CATA;RFZ3185IN/E;Timer Touch;Multifunction;MR07;New ECO;42827845;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;91200888;2200W;6.74 W/cm2;42822091;12W;42828618;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;No;5mm
33703042;42827053;42827052;RFZ3170RB;250;Rosières;HALINO CATA;RFZ3185IN/E;Timer Touch;Multifunction;MR07;New ECO;42827845;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;91200888;2200W;6.74 W/cm2;42822091;12W;42828618;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;No;5mm
33703043;42827053;42832078;RFT4170BAV;210;Rosières;HALINO CATA;FCR 824 GH/E;Mechanical Analog Clock;Multifunction;MR07;New ECO;42830024;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;91200888;2200W;6.74 W/cm2;91204735;18W;42828618;22W;N;1 Reflective + 1 Float;Flat;Switch Protection ;No;N
33703092;42827053;42827052;RFZ3171PNI;80;Rosières;HALINO CATA;RFZ3185IN/E;Timer Touch;Multifunction;MR07;New ECO;42827845;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;91200888;2200W;6.74 W/cm2;42822091;12W;42828618;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;No;5mm
33703093;42827053;42827052;RFZ3170RBI;80;Rosières;HALINO CATA;RFZ3185IN/E;Timer Touch;Multifunction;MR07;New ECO;42827845;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;91200888;2200W;6.74 W/cm2;42822091;12W;42828618;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;No;5mm
33703094;42827053;42827052;RFZ3170PN;120;Rosières;HALINO CATA;RFZ3185IN/E;Timer Touch;Multifunction;MR07;New ECO;42827845;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;91200888;2200W;6.74 W/cm2;42822091;12W;42828618;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;No;5mm
33703095;ECO Program ;ECO Program ;RFZS3171PNI ;40;Rosières;HALINO CATA;RFZS3171PNI WIFI;E0 White;Multifunction;MR07;New ECO;42827845;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42823856;25W;42825244;1800W;5,13 W/cm2;42830902;1050W(external)+450W(internal);5.18 W/cm2-3.6 W/cm2;91200888;2200W;6.74 W/cm2;42822091;12W;42828618;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;Yes;5mm
33703096;ECO Program ;ECO Program ;RFC3150IN WI;80;Rosières;HALINO CATA;HORT3181BI WIFI;E0 White;Fan Assisted;MR07;New ECO;42830024;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42822091;12W;42828618;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;Yes;N
33703097;42837376;42828603;RFT4050NAV;80;Rosières;HALINO CATA;HOF4050WA/E;Mechanical Analog Clock;Fan Assisted;MR07;New ECO;42827845;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42822091;12W;42828618;22W;N;1 Reflective + 1 Float;Embossed;Ventilation Channel ;No;N
33703098;42837376;42813100;RFT4050AV;80;Rosières;HALINO CATA;HOF4050WA/E;Mechanical Analog Clock;Fan Assisted;MR07;New ECO;42827845;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42822091;12W;42828618;22W;N;1 Reflective + 1 Float;Embossed;Ventilation Channel ;No;N
33703099;42827132;42827049;RFC1150IN;370;Rosières;HALINO CATA;RFC1150IN;Mechanical End of Cooking 120';Fan Assisted;MR07;New ECO;42827845;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;91204735;18W;42828618;22W;N;1 Reflective + 1 Float;Flat;Switch Protection ;No;N
33703101;42830814;42833527;RFCS3150IN;80;Rosières;HALINO CATA;RFCS3150IN;Timer Touch;Fan Assisted;MR07;New ECO;42827845;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42823856;25W;42825244;1800W;5,13 W/cm2;42830902;1050W(external)+450W(internal);5.18 W/cm2-3.6 W/cm2;;;;91204735;18W;42828618;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;No;N
33703102;42827053;42827052;RFZ1171PNI;120;Rosières;HALINO CATA;FCP625XL/E;Mechanic Timer 50;Multifunction;MR07;New ECO;42830024;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;91200888;2200W;6.74 W/cm2;91204735;18W;42828618;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;No;5mm
33703277;42827132;42827049;RFC3O1051IN-;;Rosières;HALINO CATA;;Mechanical End of Cooking 120';Fan Assisted;MR07;New ECO;42827845;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42822091;12W;42828618;22W;N;1 Reflective + 1 Float;Embossed;Ventilation Channel ;No;N
33702136;42827819;42827049;RFCMS65/E;720;Rosières;HALINO CATA;FCP605XL/E;Timer Touch;Fan Assisted;MR07;New ECO;42830024;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42822091;12W;42828618;22W;N;1 Reflective + 1 Float;Flat cavity + Embossed Catalytic Panels;Ventilation Channel ;No;5mm
33702177;42827819;42827049;RFN275IN/E;1600;Rosières;HALINO CATA;FCP605XL/E;Timer Touch;Fan Assisted;MR07;New ECO;42830024;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42822091;12W;42828618;22W;N;1 Reflective + 1 Float;Flat cavity + Embossed Catalytic Panels;Ventilation Channel ;No;5mm
33702240;42827819;42827049;RFC3351IN/E;120;Rosières;HALINO CATA;FCP625XL/E;Timer Touch;Fan Assisted;MR07;New ECO;42830024;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;91204735;18W;42828618;22W;N;1 Reflective + 1 Float;Flat cavity + Flat Catalytic Panels;Ventilation Channel ;No;5mm
33702389;42827819;42827049;RFCT60/E;120;Rosières;HALINO CATA;FCP605XL/E;Timer Touch;Fan Assisted;MR07;New ECO;42830024;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;91204735;18W;42828618;22W;N;1 Reflective + 1 Float;Flat cavity + Embossed Catalytic Panels;Ventilation Channel ;No;5mm
33702417;ECO Program ;ECO Program ;RFC3371IN WI;290;Rosières;HALINO CATA;RFC3371IN WIFI;E0 White;Multifunction;MR07;New ECO;42830024;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;91200888;2200W;6.74 W/cm2;91204735;18W;42828618;22W;N;1 Reflective + 1 Float;Flat cavity + Flat Catalytic Panels;Ventilation Channel ;Yes;N
33702957;ECO Program ;ECO Program ;RFC33IN WIFI;;Rosières;HALINO CATA;FCP825XL E0/E;E0 White;Multifunction;MR07;New ECO;42830024;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;91200888;2200W;6.74 W/cm2;91204735;18W;42828618;22W;N;1 Reflective + 1 Float;Flat cavity + Flat Catalytic Panels;Ventilation Channel ;Yes;N
33703006;42837376;42827052;RFC3378PNI;1300;Rosières;HALINO CATA;FCP625XL/E;Timer Touch;Multifunction;MR07;New ECO;42830024;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;91200888;2200W;6.74 W/cm2;91204735;18W;42828618;22W;N;1 Reflective + 1 Float;Flat cavity + Flat Catalytic Panels;Ventilation Channel ;No;5mm
33703008;42837376;42827049;RFC3361PN;;Rosières;HALINO CATA;FCP605XL/E;Timer Touch;Fan Assisted;MR07;New ECO;42830024;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;91204735;18W;42828618;22W;N;1 Reflective + 1 Float;Flat cavity + Embossed Catalytic Panels;Ventilation Channel ;No;5mm
33703036;42837376;42827049;RFN3151PN/E;240;Rosières;HALINO CATA;;Timer Touch;Fan Assisted;MR07;New ECO;42827845;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;91204735;18W;42828618;22W;N;1 Reflective + 1 Float;Embossed;Ventilation Channel ;No;5mm
